phone_name,url,user_name,comment_text,star_ratings,bought_at,recommendation
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,CHI,"Siêu phẩm nhà Táo xịn xò, giao Pre nhanh, giá ngon",5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,LẠC,Tốt,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,SANG,Quá ok,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,THY,Máy tốt. Nhân viên nhiệt tình,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,GIANG,Cskh rất tốt,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,PHUONG,Ok,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,CƯỜNG,Phục vụ rất tốt,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,VINA,Rất hài lòng,5,,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,HUY,Rất tốt !!!,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,65297 - Lê Thị Hoài,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,HONG,Oke,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,Phan Phước Phương Nam,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,Nguyen Viet Quy,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,Anh Đức,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,Chí,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,Đào Trọng Điều,,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,HOÀNG,,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,Nguyễn Thị Thu Nga,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,DUY,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,PH NG,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,HIỂN,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,NGA,,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,TRINH,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,MINH,,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,HÙNG,Tốt,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,PHƯỚC,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,VINA,Rt,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=5,ANH,,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,QUANG,,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,DINH,,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,GROUP,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,HUE,,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,HTL,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,NG,,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,NGUYỄN THÀNH TRUNG,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,Hồ Văn Nâng,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,MINH,,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,LÀNH,,5,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,OANH,Nhân viên tư vấn nhiệt tình v sản phẩm rất tốt,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,ĐẠM,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,HUYỀN,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,TRƯỜNG,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,TRINH,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,VINH,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,PHAN THỊ TRANG,,5,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,Ngọc Lợi,Tốt,4,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,Trần Thị Vy,"Máy sử dụng tốt,tốt nhất trong các loại máy chị sứ dụng . Chị cảm thấy rất hài lòng .",4,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,Nguyễn Mạnh Dương,"Pin trâu, máy mát",4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,Đức Vũ,"máy ok, chăm sóc tốt. sẽ còn mua hàng.",4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,Anh Dương,Good,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,Văn,cay quá nay nhận sáng ngày hôm sau giảm luôn 1tr,4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,PLUS,Dùng ok. Rat thích,4,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,KHA,Dùng ok,4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,PHÁT,Ok,4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,ANH,Dùng cũng dc,4,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,TÙNG,Tốt,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,TRUNG,Tốt,4,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=6,LAN,Ok ah,4,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,LONG,Tốt,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,AN,Tốt hơn mong đợi,4,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,TRUNG,Tốt,4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,ANH,Vẫn cố lỗi,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,AN,Rất tốt,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Ngô Tài,Hơ hơ đẳng con nhà bà cấp.,4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,TIẾN,Mới sử dụng thấy ok,4,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,HÙNG,"Điện thoại chạy mượt, máy ảnh tốt",4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,ANH,mới dùng thì cảm nhận cũng tốt nhưng k biết về sau có vấn đề gì sảy ra hay k,4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Nguyễn Song Long,,4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Thắng,,4,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Từ Ngọc Phánh,,4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,THI,,4,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,HUY,,4,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,NHÂN,,4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,LAN,,4,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,VINH,,4,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Hoàng Ng Phương,"Máy mua mới mà đôi khi có cuộc gọi đến hay bị đơ cảm ứng, không vuốt trả lời được. Đợi hết chuông thì lại cảm ứng bình thường, hoặc bấm nút nguồn tắt đi gọi lại. nói chung không bằng con 11 mua mấy năm trc, chưa hề có lỗi, mỗi pin giảm",3,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Trần Quang Anh,Sao máy vừa dùng đc 1 ngày mà đã đó rồi ko ấn đc haizz,3,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Nguyen Phuong,"Tính năng rất tốt, nhân viên bán hàng rất tốt tư vấn nhiệt tình, chỉ bị lỗi camera đo nhà sản xuất không kỹ để dính bụi trong kính phải gửi bảo hành mất khá nhiều thời gian, bỏ ra số tiền khá lớn mà sd được vài ngày là phải gửi đi bảo hành tận tới 30 ngày mới trả kết quả",3,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Uyên Nhi,"Điện thoại mới mua đc 1 tháng mà giờ lướt fb thôi cũng nóng máy kinh khủng , là bth không ạ ??",3,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,QUANG,"Sao mới mua mà pin chỉ còn 99% thôi vậy mới chưa đầy 3 tháng , mua lúc 15/10/2022",3,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Thảo,"Sao mình quay clip cam trước lúc mờ lúc rõ, như là kiểu lấy nét không được ạ",3,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Hồ Minh Tài,Tất cả đều ok chỉ có pin quá tệ sài tuột như thắng không phanh moi người nên cân nhắt lai khi mua,3,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Hoang Mr.Cuong,"có ai gặp trường hợp chất lượng hình ảnh video mờ tịt khi gọi zalo, mesaenger kg? trường hợp quay video khi di chuyển thì hình ảnh kg dc mượt nữa. chán tệ",3,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Nguyễn Văn Sơn,Có ai sài mà mới được 2 tháng đã tụt % pin xuống còn 99% không . Mình chưa từng gặp con iphon nào mới mua được 2 tháng mà đã tụt 1% pin như ip14 promax này Năm ngoái cũng mua iphon13 nhưng phải nửa năm mới chai được 1% pin,3,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,Quang,Mình muốn cài esim thì làm sao ạ,3,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,KỲ,"Phím Back trên bên trái 1 số ứng dụng bấm không được rất khó bấm như ứng dụng VssID, và vài ứng dụng có phím back nằm trên quá cao gần như không bấm được rất bựt mình, với mình mua trả góp theo như ban đầu là đóng 6 tháng mỗi tháng 5.598.333, h bên Home Credit thu thêm 403.080 phí chuyển trên mỗi tháng mình không đồng ý và sẽ không chọn gd trả góp này. Mong bên dmx có thể trả khuyến mãi lại cho khách hàng đúng với chương trình mua bằng tiền mặt ,đừng để Home Credit lợi dụng cty và khách hàng của mình xin cảm ơn!",3,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,DUNG,Phần cài đặt hình nền lướt chọn ảnh hình nền liên tục bị không tải được ảnh phải Thoát ra bấm lại Bất tiện và không biết có cần mang ra store kiểm tra lại không,3,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=7,PHI,Hơi đơ lãnh,3,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,T%C0I,,3,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Bùi Chi Tâm,,3,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,NAM,,3,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Nguyễn Thị Ngọc Lam,"Iphone mua mới mà về dùng chưa đến 1 ngày đã phát hiện ra lỗi không thông báo tin nhắn văn bản (sms), khi tin nhắn đến máy không đổ chuông, không hiện thông báo! Tôi đã cầm máy đến tgdđ rồi nhưng vẫn không chữa được lỗi dứt điểm, tại cửa hàng thì không có nhân viên kỹ thuật, chỉ có nhân viên bán hàng cầm mây tôi xem rồi bấm loạn xạ không biết một cái gì hết, rồi nói do không chịu bật màn hình luôn sáng nên nó không thông báo :)? Ủa liên quan gì, bậy hay tắt tính năng màn hình luôn mở thì tin nhắn đến máy khác vẫn nhận thông báo bình thường thì máy tôi bị v là do bị lỗi máy! Máy mới mua mà đã bị lỗi v rồi :) thì tôi thật sự thất vọng, đến giờ máy tôi vẫn còn bị lỗi đó và ko nhận được thông báo khi có tin nhắn! Còn nhân viên tgdđ thì bảo thủ, không có nhân viên kỹ thuật khi tôi đến kiểm tra máy chỉ có nhân viên bán hàng rồi cầm máy bấm đến đại xong phán những câu vô tri, thái độ phục vụ không tốt! Yêu cầu TGDĐ xem lại vấn đề này cho tôi!",2,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Liên Đinh,"Máy pin yếu, hay bị nóng máy khi đang sử dụng",2,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Trịnh Đức Sơn,"Mua hôm trước 32,5tr. Hai hôm sau còn 30,5tr. Như kiểu mất tiền oan. Trong khi với số tiền đó 2 hôm sau mua đc bản dung lượng cao hơn. Dùng đc 8 hôm thì chết rung, máy ko rung đc, may đi bảo hành đc đổi máy mới. Rút kinh nghiệm ko mua sớm làm gì.",2,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Chị Hoài,Máy dùng nhanh hết pin,2,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Quỳnh,"Máy dùng nhanh hết pin, mới mua được nửa tháng mở màn hình khoá lên bị sọc ngang mất 1 giây nhanh đến mức k kịp nhìn Bỏ 34tr9 mua k bằng con xs max cũ 2 năm trước mình mua lại 10tr",2,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Anh Cường,"k bằng iphone 13,gọi video bi nhoè hình ảnh",2,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,HÙNG,Máy hao pin nhanh hết hơn 13 promax,2,Đã mua tại DMX,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Tân,"Mua máy vào ngày 16/3 khi khui tets bị đơ, về nhà bị tụt bin nhanh, cam khi cb bị rơ hình ảnh đơ thêm 1 lần nữa. 17/3 Phản ánh hotline gọi lại kêu sài tg nữa xem sao. Đến 18/3 thấy k ổn ra TGDD thì nv báo gủi về hãng, về hãng ktra mới dc đổi. Rồi cuối cùng k đổi đc luôn, sao làm ăn kỳ z?",1,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Hoàng Văn Đông,Mới mua chưa được 1 tháng màu tím sài ốp cẩn thận mà đã có dấu hiệu tróc sơn,1,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Vũ Quốc Văn,"mua sản phẩm khi xảy ra hỏng hóc phải bảo hành thì coi như hết trách nhiệm,phần thiệt vê phía người tiêu dùng,cực kỳ tệ",1,Đã mua tại TGDD,
iPhone 14 Pro Max 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro-max/danh-gia?p=8,Dat,,1,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Huỳnh Phương,"Đã sài được vài tháng và nhận thấy chiếc điện thoại mình mua đáng đồng tiền, đẹp , hiệu năng mạnh , sử dụng ít khi bị nóng máy , sạc củ sạc nhanh mua chính hãng của apple tại thế giới di động cho thời gian sạc khá nhanh , hài lòng , mình mua lúc nó có giá 31xx triệu",5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Doan Thuong Quyen,rat ok,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Huyen Thuong,"máy đẹp,nhân viên nhiệt tình",5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Vũ Thế Đức,Ok,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Tran Truong Thinh,Tot,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Bùi Văn Dũ,👍,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Bắc,.,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Nguyễn Thị Minh,Tốt,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Phạm Thế Đạt,Sản phẩm rất tốt,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Huỳnh Đắc Ta,Sản phẩm ok,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Vu Van Nam,Hàng xài tốt,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,To Vu Quy,Tuyệt cú mèo,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Nguyễn Văn Nguyện,Ổn,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Nguyễn Thị Bảo Trân,"Chất lượng hàng hoá ở đây thì quá oke rồi, nhân viên nhiệt tình hỗ trợ kịp thời. Rất hài lòng về cách phục vụ của các bạn, đặc biệt bạn Bùi Thành.",5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Hung,Hài lòng,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,NAM,Oki,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,GIANG,Nice,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,LY,Ok,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,PHƯƠNG,Nhân viên nhiệt tình vui vẽ,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,MINH,máy dùng tốt.,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,HIỀN,Sản phẩm tốt phục vụ nhiệt tình,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Phong,Dùng được gần 2 tuần máy rất OK nhá 😚,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,DUNG,"Rất tốt, mấy chị nv tư vấn rất nhiệt tình ạ, rất hài lòng",5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,NANG,chi nhân viên nhiệt tình,5,Đã mua tại DMX,
